"ID_ENTIDAD";"ID_ENTIDAD_PADRE";"ID_LEGISLATURA";"NIVEL";"ORDEN";"NOMBRE";"OBSERVACIONES";"DEPENDENCIA_DIRECTA";"COD_SIU";"EDIFICIO";"DIRECCION";"CP";"LOCALIDAD";"PROVINCIA";"TELEFONO";"COOR_X";"COOR_Y";"EMAIL";"PAGINA_WEB";"PAGINA_WEB_TITULO";"RNUM";
"3040";"";"25";"2";"9";"Departamento de Educación, Cultura y Deporte";"";"0";"ORG09808";"Edificio de la Avenida de Ranillas";"Avenida de Ranillas, 5 D";"50071";"Zaragoza";"Zaragoza";"976714000";"-0.9038124000000001";"41.669796";"";"";"";"1";
"3045";"";"25";"2";"12";"Departamento de Sanidad";"";"0";"ORG12489";"Edificio de la Vía Univérsitas";"Vía Univérsitas, 36";"50071";"Zaragoza";"Zaragoza";"976714000";"-0.9080407";"41.647456999999996";"";"";"";"2";
"3042";"";"25";"2";"10";"Departamento de Ciudadanía y Derechos Sociales";"";"0";"ORG09420";"Edificio de Plaza del Pilar";"Plaza de Nuestra Señora del Pilar, 3";"50071";"Zaragoza";"Zaragoza";"976714000";"-0.880181";"41.65678";"";"";"";"3";
"3036";"";"25";"1";"1";"Presidencia del Gobierno de Aragón";"";"0";"ORG00119";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000";"-0.8916506000000001";"41.653008";"";"";"";"4";
"3038";"";"25";"2";"7";"Departamento de Economía, Planificación y Empleo";"";"0";"ORG16609";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000";"-0.8916506000000001";"41.653008";"";"";"";"5";
"3113";"3044";"25";"3";"5";"Agencia de Calidad y Prospectiva Universitaria (ACPUA)";"";"0";"ORG17460";"Edificio de la Avenida de Ranillas";"Avenida de Ranillas, 5 D";"50018";"Zaragoza";"Zaragoza";"976714000";"-0.9038124000000001";"41.669796";"";"Agencia de Calidad y Prospectiva Universitaria (ACPUA)";"http://acpua.aragon.es";"6";
"3046";"3036";"25";"3";"1";"Secretaría General de la Presidencia de Gobierno";"";"0";"ORG17576";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"-0.8916506000000001";"41.653008";"sglapresidencia@aragon.es";"";"";"7";
"3050";"3037";"25";"3";"3";"Dirección General de Servicios Jurídicos";"";"0";"ORG16976";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"-0.8916506000000001";"41.653008";"";"";"";"8";
"3063";"2437";"25";"3";"2";"Dirección General de Industria y Pymes";"";"0";"ORG17546";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000";"-0.8916506000000001";"41.653008";"";"";"";"9";
"3064";"2437";"25";"3";"4";"Dirección General de Energía y Minas";"";"0";"ORG17549";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976715508   ";"-0.8916506000000001";"41.653008";"";"";"";"10";
"3066";"3039";"25";"3";"2";"Intervención General";"";"0";"ORG03710";"Edificio de la Plaza de los Sitios";"Plaza de los Sitios, 7";"50071";"Zaragoza";"Zaragoza";"976714207   ";"-0.8791485";"41.647915";"";"";"";"11";
"3073";"3041";"25";"3";"3";"Dirección General de Urbanismo";"";"0";"ORG11379";"Edificio Dinamiza";"Avenida de Ranillas, 3 A";"50071";"Zaragoza";"Zaragoza";"976714532   ";"-0.90187836";"41.670364";"";"";"";"12";
"3078";"3042";"25";"3";"2";"Dirección General de Gobierno Abierto e Innovación Social";"";"0";"ORG16608";"Edificio de Plaza del Pilar";"Plaza de Nuestra Señora del Pilar, 3";"50071";"Zaragoza";"Zaragoza";"976714000";"-0.880281";"41.65678";"gobierno_abierto@aragon.es";"";"";"13";
"653";"549";"21";"4";"1";"Servicio de Estudios Autonómicos";"";"0";"ORG07981";"";"";"";"";"";"";"";"";"";"";"";"14";
"669";"552";"21";"4";"2";"Servicio de Acción Exterior";"";"0";"ORG07447";"";"";"";"";"";"";"";"";"";"";"";"15";
